,club,league,age,BMI,nationality,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rw,rb,st,lw,cf,cam,cm,cdm,cb,lb,gk,y
10074,503,41,28.339726027397262,24.444680624933575,163,74,58,33,42,43,69,80,1,2,3,1,1,1,20,25,67,63,37,40,26,20,59,48,63,54,44,51,34,50,54,84,83,34,75,70,31,25,37,64,73,71,11,9,9,12,14,41.0,61.0,46.0,41.0,43.0,44.0,51.0,64.0,68.0,61.0,,120.0
10075,215,7,28.02191780821918,23.040020199469765,96,79,69,48,60,69,73,80,1,2,3,1,2,1,41,52,67,73,27,67,33,31,72,68,66,72,75,72,72,57,72,85,75,34,86,72,58,62,37,76,74,65,13,9,11,7,7,62.0,69.0,62.0,62.0,63.0,65.0,68.0,73.0,73.0,69.0,,650.0
10076,63,22,24.438356164383563,22.598140495867767,146,83,78,41,65,72,71,69,1,2,3,1,1,1,76,30,60,72,53,71,72,48,68,71,79,77,83,64,79,56,69,77,64,48,72,70,42,40,48,70,74,74,8,14,15,12,7,63.0,72.0,56.0,63.0,59.0,60.0,63.0,70.0,70.0,72.0,,550.0
10077,545,36,30.054794520547944,23.14814814814815,131,76,81,52,69,71,73,71,1,2,2,1,1,2,72,53,66,71,43,68,67,62,69,72,84,79,79,70,72,49,72,83,63,51,74,74,58,66,59,74,73,75,16,16,14,8,15,68.0,74.0,63.0,68.0,66.0,67.0,69.0,72.0,72.0,74.0,,650.0
10078,480,7,23.4027397260274,22.545959070412763,74,76,63,37,41,43,67,63,1,2,2,1,1,1,31,38,68,59,28,46,24,28,41,35,62,64,56,41,41,48,71,62,64,29,61,64,28,25,32,66,69,68,10,9,12,11,14,42.0,58.0,45.0,42.0,42.0,41.0,44.0,56.0,63.0,58.0,,70.0
10079,319,15,32.41917808219178,24.3910588392529,54,69,67,59,67,70,64,65,1,3,3,2,1,2,62,57,45,68,53,71,70,58,66,68,77,59,73,74,70,68,41,80,59,54,68,68,59,72,62,65,67,58,10,11,11,10,9,66.0,66.0,62.0,66.0,66.0,67.0,68.0,68.0,63.0,66.0,,100.0
10080,626,26,29.21095890410959,22.06880941602535,64,76,58,50,61,49,75,79,1,2,3,1,1,1,61,41,73,67,52,45,54,48,75,55,52,63,38,77,37,71,81,68,83,45,80,72,42,44,77,76,75,77,7,15,13,7,11,53.0,69.0,57.0,53.0,54.0,53.0,60.0,71.0,75.0,69.0,,700.0
10081,43,35,32.92328767123288,23.939480992052093,43,69,74,52,63,68,66,71,1,2,3,1,1,2,65,41,62,66,40,67,70,68,61,67,74,74,74,65,67,67,82,82,65,58,68,65,63,54,63,67,66,69,12,16,15,8,8,64.0,68.0,61.0,64.0,63.0,63.0,64.0,66.0,67.0,68.0,,80.0
10082,192,30,29.624657534246577,21.357795595392318,55,65,91,54,55,68,22,45,1,3,3,1,1,1,60,55,56,58,56,67,62,40,44,64,90,92,86,60,82,60,72,50,38,45,49,18,53,54,53,19,16,18,16,16,12,9,11,64.0,44.0,60.0,64.0,62.0,61.0,52.0,39.0,35.0,44.0,,52.5
10083,124,15,29.96986301369863,21.0372534696859,149,67,67,43,57,62,66,66,1,2,2,1,2,1,66,40,69,60,26,63,55,29,56,58,64,69,68,62,61,54,72,62,65,43,70,66,58,50,31,66,65,63,8,10,9,11,9,58.0,64.0,56.0,58.0,57.0,57.0,58.0,62.0,65.0,64.0,,52.5
10084,586,4,24.34794520547945,22.47120876377142,138,76,78,56,60,67,48,59,1,3,3,2,1,1,57,55,59,62,41,64,53,57,59,65,78,78,84,56,83,61,59,61,57,55,62,42,59,65,55,42,53,56,8,7,16,12,11,64.0,57.0,60.0,64.0,62.0,63.0,60.0,55.0,54.0,57.0,,80.0
10085,181,24,27.117808219178084,25.18107741059303,49,77,43,24,46,36,72,76,1,2,4,0,2,1,32,19,75,54,24,32,52,47,44,37,39,46,36,63,40,36,75,64,84,17,70,71,28,48,35,71,72,72,15,13,14,7,15,37.0,60.0,41.0,37.0,38.0,40.0,47.0,61.0,70.0,60.0,,280.0
10086,646,20,27.854794520547944,24.02380867008498,120,78,88,59,61,68,69,73,1,2,3,2,2,2,66,56,59,61,49,67,65,42,61,60,88,88,88,65,88,69,80,85,66,63,74,71,58,59,50,70,71,61,9,8,5,11,8,66.0,70.0,63.0,66.0,64.0,64.0,64.0,67.0,68.0,70.0,,280.0
10087,55,23,29.635616438356163,24.515595463137995,54,78,58,66,73,70,70,85,1,2,3,2,2,1,69,54,75,76,61,69,63,67,78,74,50,64,63,73,58,83,70,90,85,73,82,72,72,72,75,65,74,68,16,14,13,11,12,68.0,71.0,70.0,68.0,70.0,70.0,74.0,75.0,73.0,71.0,,800.0
10088,301,4,29.47945205479452,22.408786769347305,30,73,89,64,61,75,20,57,1,4,3,2,0,1,62,62,56,59,69,75,63,65,53,73,91,88,86,69,77,71,58,72,59,65,31,12,60,67,56,20,14,13,6,6,10,15,6,70.0,45.0,67.0,70.0,69.0,68.0,60.0,42.0,35.0,45.0,,220.0
10089,177,25,35.57260273972603,23.16743023740108,33,75,78,72,63,76,32,73,1,1,2,1,1,1,13,6,23,41,13,12,23,12,39,34,34,30,48,69,41,25,75,38,76,13,40,26,16,22,25,4,7,9,78,72,63,73,76,,,,,,,,,,,75.0,400.0
10090,2,7,30.106849315068494,23.355636914530994,54,70,69,54,61,69,69,64,1,2,3,1,1,1,68,42,64,64,45,69,69,49,56,70,69,69,69,66,66,75,70,48,70,64,67,67,54,52,50,72,68,70,11,9,14,10,9,63.0,67.0,61.0,63.0,62.0,62.0,61.0,65.0,68.0,67.0,,87.5
10091,481,5,25.731506849315068,23.8884409806205,163,69,64,33,49,59,59,67,1,2,5,2,1,2,57,26,51,59,29,58,45,32,40,57,65,63,64,60,66,49,63,72,67,33,63,62,40,37,35,59,61,58,7,9,7,6,12,52.0,61.0,48.0,52.0,50.0,50.0,52.0,58.0,60.0,61.0,,37.5
10092,202,5,32.92876712328767,21.05263157894737,161,69,53,45,60,59,67,78,1,2,3,0,1,1,43,36,72,71,40,58,35,48,66,63,52,53,53,65,50,71,59,73,84,35,75,68,52,61,52,64,70,61,6,14,13,14,7,55.0,63.0,57.0,55.0,57.0,58.0,63.0,68.0,69.0,63.0,,82.5
10093,233,27,33.21369863013699,23.183673469387756,54,63,70,32,48,57,65,63,1,2,2,1,2,1,50,27,61,53,26,51,45,32,46,58,72,69,76,55,78,44,59,65,61,29,64,63,36,43,37,65,67,63,7,10,7,9,14,51.0,62.0,47.0,51.0,48.0,49.0,51.0,59.0,63.0,62.0,,28.0
10094,414,15,33.608219178082194,22.395789591556788,120,71,38,42,53,51,70,71,1,2,2,0,1,1,40,38,77,56,33,51,48,37,53,58,42,34,36,65,34,46,64,39,86,50,73,71,21,64,63,66,70,70,11,12,12,13,7,47.0,59.0,49.0,47.0,48.0,51.0,55.0,63.0,70.0,59.0,,180.0
10095,621,40,34.07123287671233,23.515579071134628,54,86,70,64,74,71,84,81,4,3,3,1,1,1,68,55,83,79,64,66,70,76,78,79,68,71,72,79,56,77,80,76,81,71,86,87,54,69,75,80,85,84,11,12,10,7,14,69.0,79.0,69.0,69.0,69.0,71.0,75.0,81.0,83.0,79.0,,3300.0
10096,64,24,37.42465753424658,23.124060585038734,34,66,67,64,66,63,46,73,1,3,4,2,1,1,64,64,65,68,63,63,61,58,65,63,77,58,67,65,49,66,76,62,78,64,71,48,65,66,58,32,50,53,6,16,16,6,8,65.0,57.0,65.0,65.0,65.0,65.0,63.0,58.0,56.0,57.0,,40.0
10097,301,4,32.38356164383562,23.450918219051395,140,74,84,69,71,78,39,71,1,4,4,2,0,2,72,68,68,71,66,79,72,74,62,76,85,83,84,67,83,72,82,70,68,69,78,40,68,74,70,32,38,32,11,10,9,12,14,74.0,57.0,71.0,74.0,73.0,73.0,68.0,57.0,52.0,57.0,,550.0
10098,190,20,28.08219178082192,21.718066089745733,90,68,66,50,64,68,42,37,1,2,3,1,1,2,58,53,49,68,46,65,47,58,67,68,67,65,79,59,80,54,53,46,31,36,36,27,52,67,59,44,47,45,13,12,12,9,7,62.0,51.0,56.0,62.0,60.0,63.0,60.0,51.0,45.0,51.0,,42.5
10099,514,35,28.28219178082192,23.183673469387756,111,78,72,66,73,78,43,54,1,4,4,1,0,1,68,66,49,78,65,80,62,61,74,79,70,73,75,58,76,67,42,41,58,67,63,35,66,74,56,35,55,43,14,15,13,12,8,72.0,55.0,67.0,72.0,71.0,73.0,69.0,58.0,51.0,55.0,,750.0
10100,403,24,35.912328767123284,23.40750912892856,51,68,68,58,67,64,60,72,1,2,3,1,2,1,59,52,43,71,33,62,67,65,65,67,70,67,64,72,66,66,69,76,70,69,73,70,70,70,52,62,59,57,16,7,7,15,12,65.0,65.0,62.0,65.0,66.0,67.0,68.0,67.0,63.0,65.0,,52.5
10101,356,10,33.75616438356165,22.386314277122523,111,61,49,44,58,59,55,74,1,2,3,1,2,1,48,42,54,68,42,51,50,50,54,63,49,49,72,64,81,50,82,82,70,40,70,60,49,59,47,55,51,58,14,12,13,12,15,54.0,59.0,53.0,54.0,54.0,57.0,60.0,62.0,60.0,59.0,,24.0
10102,208,36,22.887671232876713,23.334120982986768,131,73,59,53,59,60,45,53,1,1,2,1,1,1,20,18,18,31,19,11,11,12,17,17,42,47,32,51,67,21,50,29,43,19,17,25,15,30,15,13,19,17,59,53,59,53,60,,,,,,,,,,,57.0,18.0
10103,427,29,28.75890410958904,23.889462809917354,155,69,70,56,55,63,65,75,1,2,3,0,2,1,45,52,68,63,58,62,39,36,63,64,71,69,68,55,69,61,80,82,69,63,82,63,50,56,53,62,68,67,9,16,7,16,15,59.0,64.0,60.0,59.0,60.0,60.0,62.0,65.0,67.0,64.0,,67.5
10104,549,14,25.643835616438356,23.7021620996647,146,72,58,62,54,60,29,57,1,2,3,1,1,1,44,63,65,63,53,60,57,41,56,61,55,60,61,50,67,62,69,61,64,61,30,21,63,48,60,25,29,20,15,15,12,6,10,58.0,42.0,61.0,58.0,59.0,58.0,55.0,43.0,40.0,42.0,,50.0
10105,322,20,34.583561643835615,21.718066089745733,90,70,75,62,70,71,36,58,1,3,4,1,1,2,76,53,46,72,54,71,71,70,64,66,75,75,86,57,81,70,34,91,50,76,43,52,60,63,66,33,30,21,6,7,13,6,9,68.0,54.0,61.0,68.0,65.0,67.0,65.0,54.0,43.0,54.0,,170.0
10106,544,30,23.252054794520546,24.14279513888889,163,72,43,27,43,38,58,75,1,2,2,1,1,2,33,21,62,54,36,30,31,30,48,46,40,45,47,55,34,40,45,59,84,23,79,59,23,35,41,54,60,55,9,13,7,8,7,37.0,52.0,40.0,37.0,37.0,39.0,45.0,56.0,61.0,52.0,,42.5
10107,620,20,29.35890410958904,22.093170054286077,90,64,62,42,56,56,58,61,1,2,3,1,1,1,53,35,57,62,46,54,47,40,57,57,60,64,56,55,72,57,58,63,60,42,63,52,33,55,53,62,57,64,11,7,9,16,14,52.0,59.0,50.0,52.0,51.0,53.0,55.0,58.0,59.0,59.0,,22.0
10108,313,21,23.873972602739727,25.951557093425606,163,63,64,35,46,52,36,54,1,2,3,1,1,1,36,28,48,54,38,48,30,36,51,45,63,65,79,46,81,47,59,74,48,36,45,39,46,44,41,25,39,43,8,6,11,11,7,47.0,46.0,45.0,47.0,46.0,48.0,48.0,45.0,42.0,46.0,,6.0
10109,533,30,31.76164383561644,23.620287912158066,75,71,71,42,55,63,71,68,1,2,3,1,1,1,56,34,55,53,47,59,42,40,61,65,70,72,70,67,75,58,74,69,64,42,74,74,54,60,33,72,72,72,9,8,10,7,8,58.0,68.0,55.0,58.0,57.0,58.0,60.0,67.0,68.0,68.0,,100.0
10110,435,38,27.405479452054795,21.54509079716836,163,82,84,65,75,82,53,62,2,4,4,2,1,1,73,65,45,79,66,82,77,70,71,78,89,79,92,76,89,70,72,78,48,62,72,52,69,74,61,54,55,55,15,11,6,14,16,76.0,66.0,69.0,76.0,74.0,76.0,73.0,66.0,58.0,66.0,,1350.0
10111,261,33,28.06027397260274,23.938989774631512,86,74,81,51,60,66,66,63,1,2,2,2,1,2,65,46,55,63,47,63,54,56,58,65,84,79,74,65,77,56,54,68,63,58,57,65,52,54,48,67,69,70,6,13,12,11,11,63.0,68.0,59.0,63.0,61.0,61.0,61.0,64.0,65.0,68.0,,120.0
10112,441,22,27.69041095890411,20.87563270325145,146,72,75,61,72,73,33,46,1,3,4,1,1,1,73,55,43,75,59,73,78,65,71,76,74,75,72,63,76,64,56,70,35,71,43,37,61,69,59,23,36,40,6,12,11,8,14,70.0,54.0,62.0,70.0,68.0,70.0,67.0,54.0,42.0,54.0,,110.0
10113,504,22,27.405479452054795,20.452885317750184,48,79,76,67,69,74,67,78,1,2,3,2,1,2,74,54,62,70,56,76,66,74,68,73,73,78,73,72,60,86,66,86,77,78,74,68,66,60,66,68,67,69,12,13,16,8,10,70.0,72.0,69.0,70.0,70.0,69.0,70.0,70.0,69.0,72.0,,460.0
10114,128,36,37.0027397260274,22.598140495867767,131,79,66,65,73,75,77,73,2,2,3,1,2,1,67,63,59,80,60,73,62,54,74,78,67,65,77,75,75,67,70,85,62,68,87,76,64,72,62,80,81,73,13,7,15,13,12,71.0,75.0,67.0,71.0,71.0,73.0,75.0,78.0,75.0,75.0,,500.0
10115,387,16,30.882191780821916,23.573915188728378,52,73,49,28,51,49,72,72,1,2,3,1,1,1,46,15,72,57,30,42,37,25,64,56,45,53,52,72,46,47,64,60,81,33,67,74,36,48,44,74,72,65,9,6,14,16,8,46.0,63.0,47.0,46.0,46.0,48.0,55.0,66.0,70.0,63.0,,230.0
10116,94,8,29.832876712328765,22.598140495867767,147,65,67,61,49,64,29,68,1,3,3,1,1,1,48,63,71,46,54,66,63,48,41,60,71,64,63,64,69,63,86,63,71,59,64,21,53,56,64,30,22,22,8,16,13,15,14,59.0,43.0,62.0,59.0,60.0,58.0,51.0,42.0,43.0,43.0,,45.0
10117,390,12,30.635616438356163,22.448015122873347,154,66,66,62,59,70,24,58,1,3,4,1,1,1,53,64,62,61,51,68,61,34,60,71,67,65,76,64,76,62,76,73,60,58,32,17,68,64,66,25,17,18,14,13,7,13,10,65.0,44.0,64.0,65.0,66.0,66.0,60.0,45.0,38.0,44.0,,65.0
10118,506,15,30.104109589041094,23.040020199469765,25,77,78,60,69,72,70,73,1,3,3,2,2,1,63,52,51,75,66,70,70,63,71,71,80,76,79,72,76,73,78,79,65,65,82,69,63,63,59,71,76,71,6,7,6,13,8,68.0,72.0,65.0,68.0,68.0,69.0,70.0,72.0,70.0,72.0,,430.0
10119,386,5,22.827397260273973,23.14814814814815,163,78,62,26,44,54,61,64,1,2,2,1,2,1,28,21,59,58,22,48,31,37,49,55,62,62,67,59,67,39,82,66,66,23,51,63,29,36,39,60,62,63,12,12,8,12,15,45.0,58.0,44.0,45.0,45.0,46.0,50.0,58.0,61.0,58.0,,57.5
10120,4,22,30.013698630136986,22.282592106468055,146,73,82,65,59,70,22,63,1,3,4,1,1,1,56,70,72,64,64,69,65,50,52,70,79,84,82,60,66,60,85,66,68,60,43,20,72,60,62,14,17,16,14,10,14,6,12,68.0,45.0,69.0,68.0,68.0,67.0,59.0,43.0,39.0,45.0,,220.0
10121,308,28,31.336986301369862,24.307243558580456,5,61,45,27,35,40,58,69,1,2,3,1,1,1,30,26,60,44,31,37,25,27,29,42,44,46,44,46,48,33,71,56,81,18,54,52,24,35,40,55,63,60,6,13,9,5,11,36.0,51.0,39.0,36.0,36.0,37.0,40.0,50.0,58.0,51.0,,15.0
10122,58,4,23.019178082191782,23.671253629592222,138,69,64,52,62,64,46,65,1,2,3,1,1,1,56,42,41,67,42,62,46,52,65,63,66,63,67,63,76,67,72,73,59,61,68,61,52,62,54,44,43,37,12,13,11,12,15,60.0,55.0,56.0,60.0,59.0,61.0,62.0,59.0,52.0,55.0,,47.5
10123,146,4,24.26027397260274,22.642192971863302,138,68,63,45,58,60,45,60,1,2,3,1,1,1,45,33,53,65,43,60,48,46,61,61,66,60,57,60,62,65,60,63,60,47,58,40,54,63,51,39,48,53,7,9,12,13,9,56.0,53.0,54.0,56.0,57.0,58.0,59.0,55.0,51.0,53.0,,30.0
10124,309,40,24.561643835616437,18.608223062381853,111,82,76,42,54,65,66,71,1,2,3,1,1,1,43,37,62,68,40,65,39,35,59,67,75,76,65,65,57,51,57,74,75,42,63,58,50,45,40,65,71,70,13,12,9,8,16,59.0,66.0,57.0,59.0,58.0,59.0,61.0,65.0,66.0,66.0,,150.0
10125,329,11,28.96986301369863,22.83500982772575,29,70,67,39,53,56,63,68,1,2,2,1,2,2,49,30,65,62,27,54,36,30,60,59,63,70,54,56,64,53,75,70,70,41,59,61,39,47,60,62,66,63,9,7,8,14,13,52.0,62.0,51.0,52.0,51.0,53.0,56.0,62.0,64.0,62.0,,60.0
10126,335,35,32.12602739726027,24.897060231734176,78,72,80,53,68,70,69,74,1,2,3,1,2,1,74,38,65,71,64,70,66,50,63,71,76,83,70,70,69,70,63,73,74,61,77,68,72,67,58,69,70,70,11,16,10,8,9,68.0,71.0,65.0,68.0,67.0,68.0,68.0,70.0,70.0,71.0,,250.0
10127,509,31,21.279452054794522,22.642192971863302,109,73,73,32,43,46,50,61,1,2,3,1,1,1,41,26,46,50,26,41,37,26,46,43,74,72,71,48,66,52,74,63,67,28,42,52,29,34,40,47,52,49,11,8,13,13,9,44.0,52.0,43.0,44.0,42.0,43.0,44.0,49.0,52.0,52.0,,10.0
10128,356,10,30.56986301369863,24.691358024691358,111,59,85,45,48,56,23,63,1,3,3,1,1,1,44,52,22,56,31,60,42,32,46,50,86,85,58,45,66,42,53,59,76,37,39,21,58,47,29,22,22,32,8,12,6,11,11,56.0,42.0,52.0,56.0,55.0,54.0,48.0,40.0,36.0,42.0,,15.0
10129,580,5,36.68219178082192,23.68804664723032,163,66,31,52,51,39,68,83,1,2,4,1,2,2,37,42,76,59,36,34,34,56,57,48,29,32,30,66,26,76,29,74,92,58,86,68,44,49,48,60,74,65,13,7,10,10,6,44.0,59.0,54.0,44.0,48.0,48.0,56.0,65.0,69.0,59.0,,37.5
10130,371,41,27.421917808219177,23.38868655818771,111,75,78,60,69,73,61,74,1,3,4,2,2,1,62,55,48,73,57,71,63,55,76,72,81,76,86,65,87,65,83,88,70,67,62,64,58,70,56,60,65,62,15,12,11,7,15,69.0,68.0,63.0,69.0,67.0,70.0,71.0,69.0,64.0,68.0,,200.0
10131,575,40,22.33150684931507,21.502942507922135,68,78,63,30,47,51,61,67,1,2,3,1,1,1,34,24,59,56,23,49,35,20,51,56,61,65,47,52,56,46,68,64,70,28,61,62,32,49,30,58,65,61,8,11,14,5,9,46.0,58.0,45.0,46.0,47.0,48.0,52.0,59.0,61.0,58.0,,37.5
10132,564,10,34.394520547945206,22.992624443847234,111,64,66,61,62,64,57,70,1,2,4,1,1,2,59,58,55,63,59,64,65,62,66,61,64,68,68,70,62,70,70,65,72,62,70,62,54,61,63,54,58,57,11,9,6,15,16,62.0,61.0,62.0,62.0,62.0,62.0,63.0,62.0,61.0,61.0,,42.5
10133,402,29,26.361643835616437,22.992624443847234,155,69,55,42,56,56,56,65,1,2,3,1,1,1,52,40,57,62,37,51,41,46,61,61,56,55,57,59,62,56,63,61,68,37,65,61,28,50,47,52,52,64,14,15,13,13,10,51.0,58.0,50.0,51.0,50.0,52.0,55.0,59.0,59.0,58.0,,28.0
10134,551,18,35.52602739726027,24.691358024691358,65,63,67,64,55,62,36,59,1,2,3,1,1,1,64,67,61,59,60,62,69,49,35,60,65,68,71,59,65,62,62,62,63,59,46,25,57,53,67,27,46,27,12,7,16,6,15,62.0,48.0,62.0,62.0,61.0,59.0,53.0,45.0,45.0,48.0,,32.5
10135,603,15,26.34794520547945,24.22145328719723,102,76,74,54,59,71,64,69,1,3,3,2,1,1,61,57,53,64,29,69,49,36,50,68,75,73,85,58,84,64,63,68,64,44,85,63,61,63,48,66,66,64,8,8,8,14,8,65.0,65.0,61.0,65.0,64.0,64.0,62.0,64.0,65.0,65.0,,90.0
10136,181,24,22.254794520547946,21.36686914318855,51,70,81,56,45,58,26,69,1,2,2,2,0,2,34,66,45,58,35,55,31,31,48,59,79,83,75,47,66,50,64,70,72,43,62,13,61,40,57,13,39,28,13,14,15,10,6,58.0,43.0,59.0,58.0,58.0,56.0,51.0,43.0,40.0,43.0,,30.0
10137,336,27,33.21369863013699,24.68532986111111,54,75,47,46,56,53,73,79,1,2,3,1,2,1,54,44,77,73,35,51,52,50,43,63,41,51,32,65,38,46,58,57,91,45,82,66,67,42,63,76,74,75,11,15,14,13,12,55.0,65.0,58.0,55.0,56.0,55.0,58.0,67.0,74.0,65.0,,500.0
10138,509,31,25.413698630136988,24.83564645726808,111,74,73,61,46,62,32,73,1,2,3,1,1,1,32,63,63,53,49,59,44,31,45,68,71,74,63,48,60,62,75,63,81,55,63,39,65,52,64,26,25,28,7,14,12,14,12,59.0,45.0,63.0,59.0,61.0,59.0,53.0,47.0,46.0,45.0,,75.0
10139,618,29,33.654794520547945,22.587833094227893,108,72,82,57,68,73,63,68,1,3,4,2,1,2,70,47,63,69,68,73,69,70,69,70,79,84,79,74,74,61,62,71,65,66,75,60,76,62,67,57,69,69,13,13,16,14,7,70.0,69.0,66.0,70.0,69.0,69.0,68.0,67.0,66.0,69.0,,300.0
10140,372,11,28.76164383561644,23.8884409806205,29,77,75,41,48,59,69,81,2,2,3,1,2,1,33,34,73,61,35,57,39,29,56,59,72,77,65,66,57,65,90,71,86,38,77,69,43,40,33,65,72,71,9,15,16,15,15,53.0,66.0,57.0,53.0,54.0,54.0,56.0,66.0,72.0,66.0,,440.0
10141,82,21,35.515068493150686,24.332277048438208,163,62,61,62,66,63,38,56,1,1,2,1,1,1,11,10,13,23,10,19,10,12,22,22,36,40,41,58,53,23,62,24,69,12,29,13,15,46,22,10,15,10,61,62,66,56,63,,,,,,,,,,,62.0,18.0
10142,151,20,33.37260273972603,22.096807907073966,90,72,56,51,66,69,73,83,1,2,3,1,1,1,67,49,75,70,40,68,52,48,67,71,59,54,64,72,65,54,73,92,82,56,77,72,48,67,41,74,72,68,14,13,13,12,11,63.0,71.0,61.0,63.0,62.0,64.0,69.0,73.0,73.0,71.0,,240.0
10143,403,24,30.19178082191781,22.052190183434128,51,64,66,56,62,63,61,68,1,2,3,1,1,1,55,52,58,67,43,62,51,50,62,63,66,66,65,50,73,62,75,69,70,64,62,54,58,68,49,64,64,60,14,13,12,11,14,61.0,61.0,59.0,61.0,61.0,62.0,63.0,62.0,62.0,61.0,,47.5
10144,158,9,39.07397260273972,20.371208691715708,1,73,32,76,57,59,37,81,1,2,4,1,1,1,49,77,82,61,74,56,55,59,44,72,32,32,39,74,34,83,47,78,88,66,76,41,82,69,80,30,32,19,6,14,8,13,14,61.0,47.0,72.0,61.0,67.0,64.0,62.0,53.0,51.0,47.0,,180.0
10145,131,36,29.202739726027396,26.122448979591837,54,84,73,65,75,67,77,75,1,3,3,1,2,1,60,63,62,78,45,58,82,82,82,76,70,76,74,73,81,73,80,80,69,72,80,80,47,75,61,79,78,77,16,9,13,8,6,67.0,75.0,65.0,67.0,67.0,70.0,74.0,78.0,76.0,75.0,,1400.0
10146,100,6,23.175342465753424,21.22000905387053,164,69,57,54,38,52,21,46,1,3,3,1,1,1,28,56,55,42,39,52,41,32,32,52,57,57,53,50,58,52,69,58,46,51,26,19,56,48,65,20,14,18,8,10,5,11,8,50.0,35.0,53.0,50.0,52.0,50.0,44.0,33.0,31.0,35.0,,15.0
10147,48,31,27.605479452054794,21.502942507922135,111,70,61,34,42,42,65,67,1,2,3,1,1,1,33,30,65,52,32,32,33,41,41,42,65,57,68,58,70,49,80,67,70,24,55,65,34,38,50,62,67,70,7,9,12,15,14,42.0,59.0,45.0,42.0,42.0,43.0,46.0,57.0,64.0,59.0,,62.5
10148,280,30,29.356164383561644,22.981901752370007,75,75,75,65,71,72,57,71,1,3,3,2,2,1,67,65,56,73,57,71,69,64,71,72,75,75,74,68,72,69,71,84,62,66,76,59,69,74,48,50,61,59,13,11,13,14,9,71.0,66.0,67.0,71.0,70.0,71.0,71.0,67.0,62.0,66.0,,380.0
10149,65,26,29.21095890410959,25.359256128486898,64,70,72,49,57,57,69,71,1,2,3,1,1,1,38,44,68,66,52,51,55,40,56,59,76,68,71,73,67,61,85,64,74,46,67,76,50,64,49,67,66,66,7,7,7,9,12,57.0,65.0,58.0,57.0,58.0,59.0,61.0,66.0,69.0,65.0,,160.0
10150,540,11,22.216438356164385,20.478266613819528,29,76,71,47,48,58,19,45,1,2,3,1,1,1,50,44,30,50,35,58,49,53,41,52,74,69,70,51,77,59,47,58,46,41,25,18,47,46,52,16,19,17,14,14,8,10,14,54.0,38.0,49.0,54.0,52.0,51.0,46.0,35.0,29.0,38.0,,15.0
10151,451,7,40.131506849315066,23.56663223140496,102,72,60,76,59,64,28,71,1,3,3,1,1,1,55,77,81,63,72,60,64,48,58,63,51,67,77,72,78,76,83,77,70,74,64,35,72,56,76,20,17,17,9,8,13,15,15,64.0,46.0,71.0,64.0,67.0,64.0,60.0,48.0,45.0,46.0,,110.0
10152,307,2,35.33698630136986,24.61810377477591,122,73,69,62,64,69,73,76,1,2,3,1,1,1,55,59,65,73,68,71,51,42,66,69,68,69,63,63,74,67,62,81,70,61,89,74,59,63,71,75,70,77,15,7,9,8,10,65.0,71.0,65.0,65.0,66.0,66.0,68.0,72.0,72.0,71.0,,270.0
10153,502,11,29.95068493150685,22.87740570219337,108,76,72,72,63,68,29,77,1,3,3,1,1,1,56,73,73,69,67,65,55,55,55,72,70,74,75,70,63,75,82,76,80,66,68,33,73,68,69,25,19,23,10,7,13,10,12,69.0,49.0,72.0,69.0,70.0,69.0,64.0,51.0,47.0,49.0,,500.0
10154,444,12,31.339726027397262,22.460034350640772,90,72,53,63,71,69,66,76,1,3,4,2,2,1,67,55,62,73,57,65,66,69,70,70,68,41,75,68,82,72,74,90,70,70,75,65,67,76,72,65,69,63,10,12,15,10,8,66.0,67.0,64.0,66.0,66.0,68.0,71.0,70.0,67.0,67.0,,220.0
10155,165,6,34.66301369863014,25.082863029651527,164,65,68,64,60,68,36,64,1,1,3,1,1,1,20,12,21,33,15,11,15,20,32,24,33,39,34,53,52,22,67,25,72,12,37,22,14,58,16,12,13,14,68,64,60,64,68,,,,,,,,,,,65.0,35.0
10156,353,36,23.36986301369863,21.97133585722012,131,81,76,58,58,72,37,46,1,3,4,1,1,1,54,56,34,63,47,75,45,50,62,67,74,77,80,51,82,61,52,60,40,61,43,41,61,53,50,36,38,31,8,14,14,7,12,64.0,50.0,58.0,64.0,63.0,63.0,59.0,50.0,42.0,50.0,,97.5
10157,45,9,35.06027397260274,22.34029706557179,1,75,59,60,67,63,72,81,1,2,3,1,2,2,65,60,67,75,42,59,52,54,69,67,53,64,66,74,65,74,79,78,78,46,91,79,58,58,71,62,78,72,8,14,9,7,11,63.0,71.0,64.0,63.0,63.0,64.0,68.0,74.0,74.0,71.0,,450.0
10158,404,17,30.46027397260274,22.87740570219337,14,73,72,68,64,70,59,70,1,3,4,2,1,1,47,70,65,70,57,72,68,52,66,73,70,73,66,66,47,74,58,65,75,66,67,53,66,71,48,60,60,59,7,12,9,14,7,68.0,62.0,70.0,68.0,70.0,70.0,68.0,64.0,63.0,62.0,,290.0
